Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to runs/l9105m5a\runs/l9105m5a_0
[2K---------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m1,947/5,000,000 [0m [ [33m0:00:01[0m < [36m1:04:36[0m , [31m1,290 it/s[0m ]
| rollout/           |          |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -193         |
| time/                   |              |
|    fps                  | 704          |
|    iterations           | 6            |
|    time_elapsed         | 17           |
|    total_timesteps      | 12288        |
| train/                  |              |
|    approx_kl            | 0.0026382043 |
|    clip_fraction        | 0.0022       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.27        |
|    explained_variance   | 0.0866       |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0607       |
|    n_updates            | 50           |
|    policy_gradient_loss | -0.000341    |
|    std                  | 1            |
|    value_loss           | 0.602        |
------------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m14,131/5,000,000 [0m [ [33m0:00:20[0m < [36m2:02:27[0m , [31m679 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -203        |
| time/                   |             |
|    fps                  | 685         |
|    iterations           | 7           |
|    time_elapsed         | 20          |
|    total_timesteps      | 14336       |
| train/                  |             |
|    approx_kl            | 0.004716574 |
|    clip_fraction        | 0.0229      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.26       |
|    explained_variance   | 0.608       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.26        |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00291    |
|    std                  | 1           |
|    value_loss           | 0.922       |
-----------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m16,316/5,000,000 [0m [ [33m0:00:23[0m < [36m2:02:05[0m , [31m680 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -213         |
| time/                   |              |
|    fps                  | 683          |
|    iterations           | 8            |
|    time_elapsed         | 23           |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0041847154 |
|    clip_fraction        | 0.0204       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.26        |
|    explained_variance   | 0.796        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.112        |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00363     |
|    std                  | 1            |
|    value_loss           | 2.22         |
------------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m18,428/5,000,000 [0m [ [33m0:00:26[0m < [36m2:01:46[0m , [31m682 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -209         |
| time/                   |              |
|    fps                  | 682          |
|    iterations           | 9            |
|    time_elapsed         | 27           |
|    total_timesteps      | 18432        |
| train/                  |              |
|    approx_kl            | 0.0048246346 |
|    clip_fraction        | 0.0387       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.24        |
|    explained_variance   | 0.915        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.137        |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00459     |
|    std                  | 0.989        |
|    value_loss           | 0.688        |
------------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m20,280/5,000,000 [0m [ [33m0:00:29[0m < [36m2:02:07[0m , [31m680 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -222         |
| time/                   |              |
|    fps                  | 684          |
|    iterations           | 10           |
|    time_elapsed         | 29           |
|    total_timesteps      | 20480        |
| train/                  |              |
|    approx_kl            | 0.0054953787 |
|    clip_fraction        | 0.0293       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.22        |
|    explained_variance   | 0.945        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0366       |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00394     |
|    std                  | 0.984        |
|    value_loss           | 0.348        |
------------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m22,330/5,000,000 [0m [ [33m0:00:32[0m < [36m2:00:13[0m , [31m690 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -228         |
| time/                   |              |
|    fps                  | 680          |
|    iterations           | 11           |
|    time_elapsed         | 33           |
|    total_timesteps      | 22528        |
| train/                  |              |
|    approx_kl            | 0.0037628063 |
|    clip_fraction        | 0.0262       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.2         |
|    explained_variance   | 0.66         |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0514       |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00325     |
|    std                  | 0.98         |
|    value_loss           | 0.912        |
------------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m24,313/5,000,000 [0m [ [33m0:00:35[0m < [36m2:00:56[0m , [31m686 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -226        |
| time/                   |             |
|    fps                  | 682         |
|    iterations           | 12          |
|    time_elapsed         | 36          |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.004074624 |
|    clip_fraction        | 0.0242      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.2        |
|    explained_variance   | 0.931       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.117       |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.00339    |
|    std                  | 0.98        |
|    value_loss           | 0.569       |
-----------------------------------------
[2K------------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m26,535/5,000,000 [0m [ [33m0:00:39[0m < [36m1:59:18[0m , [31m695 it/s[0m ]
| rollout/                |              |
|    ep_len_mean          | 1e+03        |
|    ep_rew_mean          | -231         |
| time/                   |              |
|    fps                  | 677          |
|    iterations           | 13           |
|    time_elapsed         | 39           |
|    total_timesteps      | 26624        |
| train/                  |              |
|    approx_kl            | 0.0052004885 |
|    clip_fraction        | 0.0395       |
|    clip_range           | 0.2          |
|    entropy_loss         | -4.19        |
|    explained_variance   | 0.585        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.035        |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.0047      |
|    std                  | 0.972        |
|    value_loss           | 0.664        |
------------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m28,388/5,000,000 [0m [ [33m0:00:42[0m < [36m2:01:48[0m , [31m680 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -228        |
| time/                   |             |
|    fps                  | 664         |
|    iterations           | 14          |
|    time_elapsed         | 43          |
|    total_timesteps      | 28672       |
| train/                  |             |
|    approx_kl            | 0.004920385 |
|    clip_fraction        | 0.0204      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.18       |
|    explained_variance   | 0.317       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0689      |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.00154    |
|    std                  | 0.981       |
|    value_loss           | 1.6         |
-----------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m30,531/5,000,000 [0m [ [33m0:00:46[0m < [36m2:02:13[0m , [31m678 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -236        |
| time/                   |             |
|    fps                  | 663         |
|    iterations           | 15          |
|    time_elapsed         | 46          |
|    total_timesteps      | 30720       |
| train/                  |             |
|    approx_kl            | 0.004677754 |
|    clip_fraction        | 0.0173      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.2        |
|    explained_variance   | -1.12       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.662       |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00179    |
|    std                  | 0.976       |
|    value_loss           | 2.09        |
-----------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m32,615/5,000,000 [0m [ [33m0:00:49[0m < [36m2:07:48[0m , [31m648 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -241        |
| time/                   |             |
|    fps                  | 654         |
|    iterations           | 16          |
|    time_elapsed         | 50          |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.007283499 |
|    clip_fraction        | 0.0445      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.18       |
|    explained_variance   | 0.103       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.147       |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.00336    |
|    std                  | 0.976       |
|    value_loss           | 3.56        |
-----------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m34,687/5,000,000 [0m [ [33m0:00:53[0m < [36m2:07:27[0m , [31m649 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -241        |
| time/                   |             |
|    fps                  | 643         |
|    iterations           | 17          |
|    time_elapsed         | 54          |
|    total_timesteps      | 34816       |
| train/                  |             |
|    approx_kl            | 0.005792662 |
|    clip_fraction        | 0.0401      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.17       |
|    explained_variance   | 0.777       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.091       |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.00448    |
|    std                  | 0.966       |
|    value_loss           | 1.13        |
-----------------------------------------
[2K-----------------------------------------━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m36,796/5,000,000 [0m [ [33m0:00:58[0m < [36m2:13:10[0m , [31m621 it/s[0m ]
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | -243        |
| time/                   |             |
|    fps                  | 633         |
|    iterations           | 18          |
|    time_elapsed         | 58          |
|    total_timesteps      | 36864       |
| train/                  |             |
|    approx_kl            | 0.005027571 |
|    clip_fraction        | 0.0283      |
|    clip_range           | 0.2         |
|    entropy_loss         | -4.16       |
|    explained_variance   | 0.415       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0649      |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00293    |
|    std                  | 0.968       |
|    value_loss           | 0.83        |
-----------------------------------------
[2K[35m   1%[0m [38;5;237m━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━[0m [32m36,796/5,000,000 [0m [ [33m0:01:00[0m < [36m2:13:10[0m , [31m621 it/s[0m ]
